,blockid,addrptid,strctid,x,y,huestimate,residential
2313,410079509002023,41007022921001001S002001A,41007022921001001S,-123.922019958,45.9963188171,2,1
2315,410079509002023,41007022922001001S001001A,41007022922001001S,-123.921783447,45.9963111877,1,1
2316,410079509002011,41007022923001001S001001A,41007022923001001S,-123.923156738,45.9962234497,1,1
2317,410079509006011,41007022924001001S002001A,41007022924001001S,-123.927597046,45.9961471558,2,1
2319,410079509002023,41007022925001001S001001A,41007022925001001S,-123.921585083,45.9963150024,1,1
2320,410079509006011,41007022926001001S002001A,41007022926001001S,-123.927452087,45.9961433411,2,1
2322,410079509002023,41007022927001001S001001A,41007022927001001S,-123.921386719,45.9963150024,1,1
2323,410079509002023,41007022928001001S001001A,41007022928001001S,-123.921188354,45.9963188171,1,1
2324,410079509006011,41007022929001001S002001A,41007022929001001S,-123.927337646,45.9961433411,2,1
2326,410079509006011,41007022930001001S003001A,41007022930001001S,-123.927185059,45.9961433411,3,1
2329,410079509002023,41007022931001001S002001A,41007022931001001S,-123.92098999,45.9963226318,2,1
2331,410079509002033,41007022933001001S001001A,41007022933001001S,-123.920799255,45.9963226318,1,1
2332,410079509006011,41007022934001001S002001A,41007022934001001S,-123.926986694,45.9961433411,2,1
2334,410079509002033,41007022936001001S001001A,41007022936001001S,-123.920478821,45.9963340759,1,1
2335,410079509002033,41007022937001001S002001A,41007022937001001S,-123.920288086,45.9963340759,2,1
2337,410079509002033,41007022938001001S004001A,41007022938001001S,-123.91999054,45.9963378906,4,1
2341,410079509006010,41007022939001001S001001A,41007022939001001S,-123.926635742,45.9962081909,1,1
2342,410079509002033,41007022940001001S002001A,41007022940001001S,-123.919692993,45.9963417053,2,1
2344,410079509006010,41007022941001001S001001A,41007022941001001S,-123.926437378,45.9961395264,1,1
2345,410079509002033,41007022942001001S001001A,41007022942001001S,-123.919502258,45.9963417053,1,1
2346,410079509006010,41007022943001001S001001A,41007022943001001S,-123.926239014,45.9961395264,1,1
2347,410079509002033,41007022944001001S001001A,41007022944001001S,-123.919303894,45.9963569641,1,1
2348,410079509006010,41007022945001001S006001A,41007022945001001S,-123.925994873,45.9961395264,6,1
2354,410079509002015,41007022947001001S001001A,41007022947001001S,-123.918655396,45.99634552,1,1
2355,410079509002011,41007022948001001S001001A,41007022948001001S,-123.922843933,45.9962806702,1,1
2356,410079509006010,41007022949001001S002001A,41007022949001001S,-123.92578125,45.9961357117,2,1
2358,410079509002015,41007022950001001S001001A,41007022950001001S,-123.918319702,45.9963569641,1,1
2359,410079509002011,41007022951001001S001001A,41007022951001001S,-123.922714233,45.996295929,1,1
2360,410079509002011,41007022952001001S001001A,41007022952001001S,-123.922561646,45.996295929,1,1
2361,410079509006010,41007022953001001S001001A,41007022953001001S,-123.925636292,45.9961357117,1,1
2362,410079509002015,41007022954001001S002001A,41007022954001001S,-123.918075562,45.9963569641,2,1
2364,410079509002015,41007022957001001S001001A,41007022957001001S,-123.917724609,45.9963569641,1,1
2365,410079509006010,41007022958001001S001001A,41007022958001001S,-123.925262451,45.9961357117,1,1
2366,410079509006010,41007022963001001S001001A,41007022963001001S,-123.925056458,45.9961624146,1,1
2367,410079509006010,41007022964001001S001001A,41007022964001001S,-123.925117493,45.9961929321,1,1
2368,410079509006010,41007022965001001S002001A,41007022965001001S,-123.926651001,45.99609375,2,1
2370,410079509006010,41007022967001001S005001A,41007022967001001S,-123.926498413,45.995891571,5,1
2375,410079509002023,41007022968001001S002001A,41007022968001001S,-123.922180176,45.9960403442,2,1
2377,410079509002011,41007022969001001S001001A,41007022969001001S,-123.92263031,45.9961585999,1,1
2378,410079511001027,41007022970001001S028001A,41007022970001001S,-123.9087677,45.9956970215,28,1
2406,410079511001027,41007022972001001S001001A,41007022972001001S,-123.906768799,45.9964904785,1,1
2407,410079509006010,41007022973001001S001001A,41007022973001001S,-123.925056458,45.9960823059,1,1
2408,410079509006011,41007022974001001S001001A,41007022974001001S,-123.928581238,45.9959259033,1,1
2409,410079509006010,41007022975001001S001001A,41007022975001001S,-123.925117493,45.9961128235,1,1
2410,410079509006011,41007022977001001S001001A,41007022977001001S,-123.928367615,45.9958763123,1,1
2411,410079509006011,41007022978001001S002001A,41007022978001001S,-123.92816925,45.9958724976,2,1
2413,410079509006010,41007022980001001S002001A,41007022980001001S,-123.926651001,45.996006012,2,1
2415,410079509006011,41007022981001001S002001A,41007022981001001S,-123.927978516,45.995929718,2,1
2417,410079511001027,41007022982001001S001001A,41007022982001001S,-123.905769348,45.9964065552,1,1
2418,410079511001027,41007022983001001S001001A,41007022983001001S,-123.905555725,45.9965629578,1,1
2419,410079509006011,41007022984001001S001001A,41007022984001001S,-123.927780151,45.9959526062,1,1
2420,410079509006011,41007022985001001S005001A,41007022985001001S,-123.927436829,45.9958686829,5,1
2425,410079511001027,41007022986001001S001001A,41007022986001001S,-123.905128479,45.9965744019,1,1
2426,410079509002023,41007022987001001S001001A,41007022987001001S,-123.921974182,45.9960212708,1,1
2427,410079509002023,41007022988001001S001001A,41007022988001001S,-123.921775818,45.9960250854,1,1
2428,410079509002023,41007022989001001S001001A,41007022989001001S,-123.921577454,45.9960289001,1,1
2429,410079509006011,41007022990001001S003001A,41007022990001001S,-123.9270401,45.9958686829,3,1
2432,410079511001027,41007022991001001S001001A,41007022991001001S,-123.904907227,45.9964485168,1,1
2433,410079509002023,41007022992001001S001001A,41007022992001001S,-123.921379089,45.9960289001,1,1
2434,410079509002023,41007022993001001S001001A,41007022993001001S,-123.921180725,45.9960327148,1,1
2435,410079509002023,41007022994001001S001001A,41007022994001001S,-123.92098999,45.9960327148,1,1
2436,410079509002023,41007022995001001S001001A,41007022995001001S,-123.920791626,45.9960365295,1,1
2437,410079509006010,41007022996001001S001001A,41007022996001001S,-123.925064087,45.9960174561,1,1
2438,410079509006010,41007022997001001S001001A,41007022997001001S,-123.925125122,45.9960441589,1,1
2439,410079509006010,41007022998001001S001001A,41007022998001001S,-123.926292419,45.9958648682,1,1
2440,410079509006010,41007022999001001S001001A,41007022999001001S,-123.926185608,45.9958648682,1,1
2441,410079509002023,41007023000001001S001001A,41007023000001001S,-123.920478821,45.9960327148,1,1
2442,410079509002011,41007023001001001S001001A,41007023001001001S,-123.92301178,45.9960174561,1,1
2443,410079509002023,41007023003001001S001001A,41007023003001001S,-123.920280457,45.9960327148,1,1
2444,410079509002023,41007023004001001S001001A,41007023004001001S,-123.920082092,45.9960365295,1,1
2445,410079509002023,41007023006001001S001001A,41007023006001001S,-123.919883728,45.9960365295,1,1
2446,410079509006010,41007023007001001S004001A,41007023007001001S,-123.92565155,45.9958610535,4,1
2450,410079509002023,41007023008001001S002001A,41007023008001001S,-123.919616699,45.9960479736,2,1
2452,410079509006010,41007023009001001S001001A,41007023009001001S,-123.925460815,45.9958610535,1,1
2453,410079509006010,41007023011001001S001001A,41007023011001001S,-123.925262451,45.9958610535,1,1
2454,410079509002015,41007023014001001S001001A,41007023014001001S,-123.918746948,45.9960403442,1,1
2455,410079509002015,41007023015001001S001001A,41007023015001001S,-123.918510437,45.9960517883,1,1
2456,410079509006010,41007023016001001S002001A,41007023016001001S,-123.926651001,45.9959030151,2,1
2458,410079509002015,41007023017001001S001001A,41007023017001001S,-123.918312073,45.996055603,1,1
2459,410079509002015,41007023018001001S001001A,41007023018001001S,-123.918113708,45.996055603,1,1
2460,410079509006011,41007023019001001S002001A,41007023019001001S,-123.92855072,45.9958114624,2,1
2462,410079509002015,41007023020001001S001001A,41007023020001001S,-123.917694092,45.9960517883,1,1
2463,410079509006010,41007023021001001S001001A,41007023021001001S,-123.925064087,45.9959449768,1,1
2464,410079509006010,41007023022001001S001001A,41007023022001001S,-123.925125122,45.9959754944,1,1
2465,410079509006011,41007023023001001S003001A,41007023023001001S,-123.927780151,45.9958190918,3,1
2468,410079511001027,41007023024001001S001001A,41007023024001001S,-123.912216187,45.9962272644,1,1
2469,410079509006011,41007023026001001S001001A,41007023026001001S,-123.927978516,45.9957923889,1,1
2470,410079509006010,41007023028001001S001001A,41007023028001001S,-123.925064087,45.995880127,1,1
2471,410079509006010,41007023029001001S001001A,41007023029001001S,-123.925125122,45.9959068298,1,1
2472,410079509006010,41007023030001001S002001A,41007023030001001S,-123.926445007,45.9958000183,2,1
2474,410079509006010,41007023031001001S002001A,41007023031001001S,-123.926651001,45.9958152771,2,1
2476,410079509002011,41007023032001001S001001A,41007023032001001S,-123.923080444,45.995880127,1,1
2477,410079511001027,41007023033001001S001001A,41007023033001001S,-123.906265259,45.9962692261,1,1
2478,410079511001027,41007023034001001S001001A,41007023034001001S,-123.905990601,45.9962844849,1,1
2479,410079509006010,41007023035001001S001001A,41007023035001001S,-123.925064087,45.995803833,1,1
2480,410079509006010,41007023036001001S001001A,41007023036001001S,-123.925125122,45.9958381653,1,1
2481,410079509006012,41007023039001001S007001A,41007023039001001S,-123.928726196,45.9954681396,7,1
2488,410079509006012,41007023042001001S001001A,41007023042001001S,-123.927978516,45.9955177307,1,1
2489,410079509006012,41007023044001001S002001A,41007023044001001S,-123.927780151,45.995513916,2,1
2491,410079509006012,41007023045001001S002001A,41007023045001001S,-123.927589417,45.995513916,2,1
2493,410079509006012,41007023046001001S001001A,41007023046001001S,-123.927391052,45.995513916,1,1
2494,410079509006012,41007023048001001S006001A,41007023048001001S,-123.927093506,45.995513916,6,1
2500,410079509006013,41007023050001001S004001A,41007023050001001S,-123.926643372,45.9955101013,4,1
2504,410079511001027,41007023051001001S001001A,41007023051001001S,-123.906776428,45.9959983826,1,1
2505,410079509006013,41007023052001001S001001A,41007023052001001S,-123.926445007,45.9955101013,1,1
2506,410079509002022,41007023054001001S005001A,41007023054001001S,-123.922286987,45.9956207275,5,1
2511,410079509002022,41007023057001001S001001A,41007023057001001S,-123.921615601,45.9956359863,1,1
2512,410079509006013,41007023059001001S001001A,41007023059001001S,-123.925857544,45.9955062866,1,1
2513,410079509002022,41007023060001001S001001A,41007023060001001S,-123.921440125,45.9956359863,1,1
2514,410079509002022,41007023062001001S001001A,41007023062001001S,-123.921203613,45.995639801,1,1
2515,410079509006013,41007023063001001S002001A,41007023063001001S,-123.92565918,45.9955062866,2,1
2517,410079509002022,41007023064001001S001001A,41007023064001001S,-123.920906067,45.9956436157,1,1
2518,410079509006013,41007023065001001S002001A,41007023065001001S,-123.925460815,45.9955062866,2,1
2520,410079509002022,41007023067001001S001001A,41007023067001001S,-123.920661926,45.9956436157,1,1
2521,410079509002022,41007023068001001S001001A,41007023068001001S,-123.920463562,45.9956474304,1,1
2522,410079509006013,41007023069001001S002001A,41007023069001001S,-123.925262451,45.9955177307,2,1
2524,410079509002022,41007023070001001S001001A,41007023070001001S,-123.920272827,45.9956512451,1,1
2525,410079509006013,41007023071001001S003001A,41007023071001001S,-123.925071716,45.9955024719,3,1
2528,410079509002022,41007023072001001S001001A,41007023072001001S,-123.920074463,45.9956512451,1,1
2529,410079509002022,41007023073001001S001001A,41007023073001001S,-123.919876099,45.9956550598,1,1
2530,410079509006013,41007023074001001S001001A,41007023074001001S,-123.924842834,45.9955024719,1,1
2531,410079509002022,41007023075001001S001001A,41007023075001001S,-123.919685364,45.9956703186,1,1
2532,410079509002015,41007023079001001S001001A,41007023079001001S,-123.918746948,45.9956626892,1,1
2533,410079509002015,41007023081001001S001001A,41007023081001001S,-123.918502808,45.9956665039,1,1
2534,410079509002015,41007023082001001S001001A,41007023082001001S,-123.918251038,45.9956703186,1,1
2535,410079509002015,41007023083001001S001001A,41007023083001001S,-123.917961121,45.9956741333,1,1
2536,410079509002015,41007023084001001S001001A,41007023084001001S,-123.917663574,45.995677948,1,1
2537,410079509002015,41007023086001001S001001A,41007023086001001S,-123.917221069,45.9956817627,1,1
2538,410079511001027,41007023088001001S001001A,41007023088001001S,-123.904998779,45.9960098267,1,1
2539,410079509002022,41007023089001001S001001A,41007023089001001S,-123.921920776,45.9956321716,1,1
2540,410079509005004,41007023090001001S001001A,41007023090001001S,-123.93132019,45.9952583313,1,1
2541,410079509006012,41007023092001001S001001A,41007023092001001S,-123.92842865,45.9952430725,1,1
2542,410079509006012,41007023093001001S001001A,41007023093001001S,-123.92817688,45.9952430725,1,1
2543,410079509006012,41007023094001001S002001A,41007023094001001S,-123.927932739,45.9952430725,2,1
2545,410079509006012,41007023097001001S002001A,41007023097001001S,-123.927650452,45.9952392578,2,1
2547,410079509006012,41007023098001001S002001A,41007023098001001S,-123.927398682,45.9952392578,2,1
2549,410079509006012,41007023099001001S002001A,41007023099001001S,-123.927093506,45.9952392578,2,1
2551,410079511001042,41007023100001001S001001A,41007023100001001S,-123.906211853,45.9958686829,1,1
2552,410079509002011,41007023101001001S009001A,41007023101001001S,-123.923286438,45.9953765869,9,1
2561,410079511001027,41007023102001001S001001A,41007023102001001S,-123.90486908,45.9958496094,1,1
2562,410079509006013,41007023103001001S001001A,41007023103001001S,-123.926643372,45.9953041077,1,1
2563,410079509006013,41007023104001001S001001A,41007023104001001S,-123.926445007,45.9952354431,1,1
2564,410079509006013,41007023105001001S001001A,41007023105001001S,-123.926254272,45.9952354431,1,1
2565,410079509006013,41007023106001001S002001A,41007023106001001S,-123.925270081,45.9952430725,2,1
2567,410079509006013,41007023107001001S003001A,41007023107001001S,-123.926055908,45.9952316284,3,1
2570,410079509006013,41007023108001001S001001A,41007023108001001S,-123.925857544,45.9952316284,1,1
2571,410079509006013,41007023109001001S001001A,41007023109001001S,-123.92565918,45.9952316284,1,1
2572,410079509002022,41007023110001001S004001A,41007023110001001S,-123.922340393,45.9953193665,4,1
2576,410079509002022,41007023113001001S001001A,41007023113001001S,-123.922035217,45.9953308105,1,1
2577,410079511001027,41007023114001001S001001A,41007023114001001S,-123.906867981,45.9957580566,1,1
2578,410079509002022,41007023115001001S001001A,41007023115001001S,-123.921836853,45.9953308105,1,1
2579,410079509002022,41007023116001001S001001A,41007023116001001S,-123.921638489,45.9953346252,1,1
2580,410079509006013,41007023117001001S006001A,41007023117001001S,-123.924957275,45.9952316284,6,1
2586,410079509002022,41007023118001001S001001A,41007023118001001S,-123.92149353,45.9953346252,1,1
2587,410079509002022,41007023119001001S001001A,41007023119001001S,-123.921394348,45.9953346252,1,1
2588,410079509002022,41007023120001001S001001A,41007023120001001S,-123.92124939,45.9953384399,1,1
2589,410079509002022,41007023121001001S001001A,41007023121001001S,-123.921051025,45.9953384399,1,1
2590,410079509002022,41007023122001001S001001A,41007023122001001S,-123.920852661,45.9953422546,1,1
2591,410079509002022,41007023123001001S001001A,41007023123001001S,-123.920654297,45.9953422546,1,1
2592,410079509002022,41007023124001001S001001A,41007023124001001S,-123.920463562,45.9953460693,1,1
2593,410079509002022,41007023125001001S001001A,41007023125001001S,-123.920265198,45.9953460693,1,1
2594,410079509002022,41007023126001001S001001A,41007023126001001S,-123.920066833,45.995349884,1,1
2595,410079509002022,41007023127001001S002001A,41007023127001001S,-123.91985321,45.9953651428,2,1
2597,410079509002015,41007023129001001S001001A,41007023129001001S,-123.919021606,45.9953575134,1,1
2598,410079509002015,41007023130001001S001001A,41007023130001001S,-123.918693542,45.9953651428,1,1
2599,410079509002015,41007023131001001S001001A,41007023131001001S,-123.918495178,45.9953651428,1,1
2600,410079509002015,41007023132001001S001001A,41007023132001001S,-123.918296814,45.9953689575,1,1
2601,410079509002015,41007023133001001S001001A,41007023133001001S,-123.918022156,45.9953727722,1,1
2602,410079509002015,41007023134001001S001001A,41007023134001001S,-123.917724609,45.9953765869,1,1
2603,410079509002015,41007023135001001S001001A,41007023135001001S,-123.917510986,45.9953765869,1,1
2604,410079509002015,41007023136001001S001001A,41007023136001001S,-123.917312622,45.9953804016,1,1
2605,410079509006013,41007023137001001S001001A,41007023137001001S,-123.926643372,45.9951667786,1,1
2606,410079509002015,41007023138001001S001001A,41007023138001001S,-123.917114258,45.9953804016,1,1
2607,410079509002015,41007023139001001S001001A,41007023139001001S,-123.916786194,45.9953842163,1,1
2608,410079511001042,41007023143001001S001001A,41007023143001001S,-123.906272888,45.9956321716,1,1
2609,410079511001042,41007023146001001S001001A,41007023146001001S,-123.905487061,45.9956588745,1,1
2610,410079509006020,41007023152001001S001001A,41007023152001001S,-123.929267883,45.9947433472,1,1
2611,410079511001027,41007023155001001S001001A,41007023155001001S,-123.904884338,45.9956207275,1,1
2612,410079509006020,41007023156001001S001001A,41007023156001001S,-123.928848267,45.9948883057,1,1
2613,410079509006020,41007023159001001S001001A,41007023159001001S,-123.928657532,45.9948883057,1,1
2614,410079509006020,41007023162001001S001001A,41007023162001001S,-123.92842865,45.9948883057,1,1
2615,410079509006020,41007023165001001S002001A,41007023165001001S,-123.92805481,45.9947662354,2,1
2617,410079511001027,41007023169001001S001001A,41007023169001001S,-123.912307739,45.9953842163,1,1
2618,410079509006018,41007023175001001S001001A,41007023175001001S,-123.926330566,45.9949874878,1,1
2619,410079511001042,41007023183001001S001001A,41007023183001001S,-123.90561676,45.9954566956,1,1
2620,410079509006018,41007023185001001S001001A,41007023185001001S,-123.925491333,45.9948043823,1,1
2621,410079509006018,41007023186001001S001001A,41007023186001001S,-123.925071716,45.9948501587,1,1
2622,410079509002014,41007023189001001S001001A,41007023189001001S,-123.922477722,45.994934082,1,1
2623,410079509002014,41007023190001001S002001A,41007023190001001S,-123.922225952,45.9949417114,2,1
2625,410079509002014,41007023193001001S001001A,41007023193001001S,-123.921928406,45.9949455261,1,1
2626,410079509002014,41007023194001001S001001A,41007023194001001S,-123.921630859,45.9949493408,1,1
2627,410079509002014,41007023197001001S001001A,41007023197001001S,-123.921432495,45.9949531555,1,1
2628,410079509002014,41007023198001001S001001A,41007023198001001S,-123.92124176,45.9949531555,1,1
2629,410079509002014,41007023200001001S001001A,41007023200001001S,-123.921043396,45.9949569702,1,1
2630,410079509002014,41007023201001001S001001A,41007023201001001S,-123.92074585,45.9949569702,1,1
2631,410079511001042,41007023202001001S001001A,41007023202001001S,-123.906173706,45.9954299927,1,1
2632,410079509002014,41007023204001001S001001A,41007023204001001S,-123.920448303,45.9949607849,1,1
2633,410079509002014,41007023205001001S001001A,41007023205001001S,-123.920257568,45.9949645996,1,1
2634,410079509006018,41007023207001001S001001A,41007023207001001S,-123.925865173,45.9948043823,1,1
2635,410079509002014,41007023208001001S002001A,41007023208001001S,-123.91998291,45.9949684143,2,1
2637,410079511001027,41007023211001001S001001A,41007023211001001S,-123.904945374,45.9954109192,1,1
2638,410079509002015,41007023214001001S001001A,41007023214001001S,-123.919364929,45.9949111938,1,1
2639,410079509002015,41007023215001001S002001A,41007023215001001S,-123.919044495,45.9949035645,2,1
2641,410079511001027,41007023216001001S001001A,41007023216001001S,-123.912330627,45.9952468872,1,1
2642,410079509002015,41007023217001001S001001A,41007023217001001S,-123.918678284,45.9949188232,1,1
2643,410079509002015,41007023218001001S001001A,41007023218001001S,-123.918479919,45.9949188232,1,1
2644,410079509002015,41007023220001001S001001A,41007023220001001S,-123.918289185,45.9949836731,1,1
2645,410079509002015,41007023222001001S001001A,41007023222001001S,-123.918136597,45.9948921204,1,1
2646,410079509002015,41007023223001001S001001A,41007023223001001S,-123.917892456,45.9949264526,1,1
2647,410079509002015,41007023225001001S001001A,41007023225001001S,-123.917510986,45.9948997498,1,1
2648,410079511001027,41007023226001001S001001A,41007023226001001S,-123.906867981,45.9952011108,1,1
2649,410079509002015,41007023227001001S001001A,41007023227001001S,-123.917304993,45.9949874878,1,1
2650,410079509002015,41007023228001001S001001A,41007023228001001S,-123.917106628,45.9949913025,1,1
2651,410079509002015,41007023230001001S001001A,41007023230001001S,-123.916748047,45.9949264526,1,1
2652,410079511001042,41007023236001001S001001A,41007023236001001S,-123.905860901,45.9951972961,1,1
2653,410079509006020,41007023238001001S001001A,41007023238001001S,-123.928382874,45.9946136475,1,1
2654,410079509002011,41007023241001001S001001A,41007023241001001S,-123.923431396,45.994846344,1,1
2655,410079509002011,41007023243001001S001001A,41007023243001001S,-123.923614502,45.9948234558,1,1
2656,410079511001027,41007023249001001S001001A,41007023249001001S,-123.904983521,45.9951896667,1,1
2657,410079509002011,41007023250001001S001001A,41007023250001001S,-123.923439026,45.9948005676,1,1
2658,410079509002015,41007023252001001S001001A,41007023252001001S,-123.915336609,45.9949226379,1,1
2659,410079509002011,41007023255001001S001001A,41007023255001001S,-123.923629761,45.9947433472,1,1
2660,410079509002014,41007023257001001S001001A,41007023257001001S,-123.922576904,45.9946365356,1,1
2661,410079509002011,41007023258001001S001001A,41007023258001001S,-123.923530579,45.9946975708,1,1
2662,410079509002014,41007023259001001S001001A,41007023259001001S,-123.922386169,45.9946403503,1,1
2663,410079509002014,41007023262001001S001001A,41007023262001001S,-123.922286987,45.9946403503,1,1
2664,410079509002014,41007023263001001S001001A,41007023263001001S,-123.922103882,45.994644165,1,1
2665,410079509002014,41007023264001001S001001A,41007023264001001S,-123.921836853,45.994644165,1,1
2666,410079509002011,41007023266001001S001001A,41007023266001001S,-123.923408508,45.9946861267,1,1
2667,410079509002014,41007023267001001S001001A,41007023267001001S,-123.92162323,45.9946479797,1,1
2668,410079509002014,41007023269001001S001001A,41007023269001001S,-123.921432495,45.9946479797,1,1
2669,410079509002014,41007023270001001S001001A,41007023270001001S,-123.921234131,45.9946517944,1,1
2670,410079509002014,41007023272001001S002001A,41007023272001001S,-123.921035767,45.9946556091,2,1
2672,410079509002011,41007023273001001S001001A,41007023273001001S,-123.923316956,45.9946784973,1,1
2673,410079509002014,41007023275001001S001001A,41007023275001001S,-123.920837402,45.9946556091,1,1
2674,410079509002014,41007023276001001S003001A,41007023276001001S,-123.920639038,45.9946594238,3,1
2677,410079509002014,41007023277001001S001001A,41007023277001001S,-123.920448303,45.9947471619,1,1
2678,410079509002011,41007023278001001S001001A,41007023278001001S,-123.923248291,45.9946708679,1,1
2679,410079509002011,41007023281001001S001001A,41007023281001001S,-123.923171997,45.9946670532,1,1
2680,410079509002014,41007023282001001S001001A,41007023282001001S,-123.920013428,45.9947547913,1,1
2681,410079509002011,41007023283001001S001001A,41007023283001001S,-123.923103333,45.9946708679,1,1
2682,410079509002011,41007023285001001S001001A,41007023285001001S,-123.923034668,45.9946708679,1,1
2683,410079509002014,41007023290001001S001001A,41007023290001001S,-123.920440674,45.9946136475,1,1
2684,410079509002014,41007023291001001S001001A,41007023291001001S,-123.920249939,45.9946136475,1,1
2685,410079509002014,41007023292001001S001001A,41007023292001001S,-123.920043945,45.9946212769,1,1
2686,410079509002015,41007023296001001S053001A,41007023296001001S,-123.918884277,45.9939727783,53,1
2739,410079509006021,41007023298001001S001001A,41007023298001001S,-123.929328918,45.9942588806,1,1
2740,410079511001027,41007023300001001S001001A,41007023300001001S,-123.905265808,45.9949226379,1,1
2741,410079509006021,41007023302001001S001001A,41007023302001001S,-123.928756714,45.9942588806,1,1
2742,410079509006021,41007023304001001S001001A,41007023304001001S,-123.928031921,45.9942550659,1,1
2743,410079511001027,41007023307001001S001001A,41007023307001001S,-123.906257629,45.99477005,1,1
2744,410079511001027,41007023313001001S001001A,41007023313001001S,-123.905502319,45.99477005,1,1
2745,410079511001027,41007023315001001S001001A,41007023315001001S,-123.905982971,45.9946327209,1,1
2746,410079511001027,41007023316001001S001001A,41007023316001001S,-123.905738831,45.9944343567,1,1
2747,410079509002040,41007023317001001S002001A,41007023317001001S,-123.922561646,45.9942970276,2,1
2749,410079509002040,41007023320001001S001001A,41007023320001001S,-123.922210693,45.9942588806,1,1
2750,410079509002040,41007023321001001S001001A,41007023321001001S,-123.922012329,45.9942588806,1,1
2751,410079509002040,41007023323001001S001001A,41007023323001001S,-123.921714783,45.9942626953,1,1
2752,410079509002040,41007023324001001S001001A,41007023324001001S,-123.921417236,45.99426651,1,1
2753,410079509002040,41007023325001001S001001A,41007023325001001S,-123.921226501,45.99426651,1,1
2754,410079509002040,41007023326001001S001001A,41007023326001001S,-123.921028137,45.9942703247,1,1
2755,410079509002040,41007023327001001S001001A,41007023327001001S,-123.920829773,45.9942703247,1,1
2756,410079509002040,41007023328001001S001001A,41007023328001001S,-123.920631409,45.9942741394,1,1
2757,410079509002040,41007023329001001S001001A,41007023329001001S,-123.920333862,45.9941673279,1,1
2758,410079509006021,41007023330001001S001001A,41007023330001001S,-123.929374695,45.9939651489,1,1
2759,410079509006021,41007023334001001S001001A,41007023334001001S,-123.928390503,45.9939842224,1,1
2760,410079509006021,41007023335001001S001001A,41007023335001001S,-123.928153992,45.9939804077,1,1
2761,410079509006021,41007023336001001S001001A,41007023336001001S,-123.927978516,45.9939804077,1,1
2762,410079509002040,41007023340001001S001001A,41007023340001001S,-123.922592163,45.9941596985,1,1
2763,410079511001027,41007023351001001S001001A,41007023351001001S,-123.909431458,45.9942893982,1,1
2764,410079511001027,41007023352001001S001001A,41007023352001001S,-123.911216736,45.99426651,1,1
2765,410079509002040,41007023353001001S002001A,41007023353001001S,-123.922668457,45.9939460754,2,1
2767,410079509002032,41007023354001001S046001A,41007023354001001S,-123.913612366,45.9937286377,46,1
2813,410079509002040,41007023356001001S001001A,41007023356001001S,-123.9220047,45.9939575195,1,1
2814,410079509002040,41007023357001001S001001A,41007023357001001S,-123.921806335,45.9939613342,1,1
2815,410079509002040,41007023358001001S001001A,41007023358001001S,-123.921661377,45.9939613342,1,1
2816,410079509002040,41007023359001001S001001A,41007023359001001S,-123.921562195,45.9939613342,1,1
2817,410079509002032,41007023360001001S001001A,41007023360001001S,-123.912986755,45.9942474365,1,1
2818,410079509002040,41007023361001001S001001A,41007023361001001S,-123.921417236,45.9939651489,1,1
2819,410079509002040,41007023362001001S001001A,41007023362001001S,-123.921218872,45.9939651489,1,1
2820,410079509002040,41007023364001001S001001A,41007023364001001S,-123.921020508,45.9939689636,1,1
2821,410079509002040,41007023365001001S001001A,41007023365001001S,-123.920822144,45.9939689636,1,1
2822,410079509002040,41007023366001001S002001A,41007023366001001S,-123.920623779,45.9939727783,2,1
2824,410079511001027,41007023367001001S001001A,41007023367001001S,-123.909690857,45.9940681458,1,1
2825,410079509006021,41007023368001001S001001A,41007023368001001S,-123.929336548,45.993522644,1,1
2826,410079511001027,41007023372001001S001001A,41007023372001001S,-123.906234741,45.9942512512,1,1
2827,410079509006021,41007023373001001S001001A,41007023373001001S,-123.92830658,45.9936256409,1,1
2828,410079509006021,41007023375001001S001001A,41007023375001001S,-123.927947998,45.9936256409,1,1
2829,410079509002032,41007023379001001S004001A,41007023379001001S,-123.912963867,45.9940376282,4,1
2833,410079511001027,41007023381001001S001001A,41007023381001001S,-123.912147522,45.9939498901,1,1
2834,410079511001027,41007023382001001S001001A,41007023382001001S,-123.910820007,45.993812561,1,1
2835,410079509006027,41007023383001001S001001A,41007023383001001S,-123.925628662,45.9935913086,1,1
2836,410079509006027,41007023386001001S001001A,41007023386001001S,-123.924942017,45.9934196472,1,1
2837,410079509002039,41007023394001001S001001A,41007023394001001S,-123.921897888,45.9935760498,1,1
2838,410079509002039,41007023395001001S002001A,41007023395001001S,-123.921600342,45.9935798645,2,1
2840,410079509002039,41007023399001001S001001A,41007023399001001S,-123.920799255,45.9934692383,1,1
2841,410079509006021,41007023400001001S001001A,41007023400001001S,-123.928672791,45.9933662415,1,1
2842,410079509006021,41007023401001001S001001A,41007023401001001S,-123.92830658,45.9933662415,1,1
2843,410079509006021,41007023402001001S001001A,41007023402001001S,-123.927947998,45.9933624268,1,1
2844,410079511001027,41007023403001001S001001A,41007023403001001S,-123.908821106,45.9938621521,1,1
2845,410079509002015,41007023407001001S013001A,41007023407001001S,-123.917762756,45.9935112,13,1
2858,410079509006027,41007023408001001S001001A,41007023408001001S,-123.925788879,45.9934844971,1,1
2859,410079511001027,41007023409001001S001001A,41007023409001001S,-123.906692505,45.9938926697,1,1
2860,410079509006027,41007023411001001S001001A,41007023411001001S,-123.92565918,45.9934272766,1,1
